Class 0:

Weight	Rule
0.024635074660182	8_Cardiology-Pediatric | 8_DCPTEAM & 8_Endocrinology & ~8_Dentistry | 8_DCPTEAM & 8_Endocrinology-Metabolism & ~8_Dentistry | 8_DCPTEAM & ~8_Dentistry & ~8_Dermatology | 8_DCPTEAM & ~8_Cardiology & ~8_Dentistry & ~8_EmergencyTrauma | 8_Endocrinology & 8_Endocrinology-Metabolism & ~8_Cardiology & ~8_Dentistry & ~8_Dermatology | 8_Endocrinology & 8_Endocrinology-Metabolism & ~8_Cardiology & ~8_Dentistry & ~8_EmergencyTrauma | 8_Endocrinology & 8_Endocrinology-Metabolism & ~8_Dentistry & ~8_Dermatology & ~8_EmergencyTrauma
-0.12003234773874283	8_EmergencyTrauma | 8_Endocrinology & 8_Gynecology & ~8_Endocrinology-Metabolism | 8_Endocrinology & 8_Hematology & ~8_Endocrinology-Metabolism | 8_Endocrinology & ~8_Endocrinology-Metabolism & ~8_FamilyGeneralPractice | 8_Endocrinology & ~8_Dermatology & ~8_Endocrinology-Metabolism & ~8_Gastroenterology | 8_Gynecology & 8_Hematology & ~8_Dermatology & ~8_Endocrinology-Metabolism & ~8_FamilyGeneralPractice | 8_Gynecology & 8_Hematology & ~8_Dermatology & ~8_Endocrinology-Metabolism & ~8_Gastroenterology | 8_Gynecology & 8_Hematology & ~8_Endocrinology-Metabolism & ~8_FamilyGeneralPractice & ~8_Gastroenterology
-0.012546159327030182	8_Gastroenterology | 8_Gynecology & 8_InfectiousDiseases & ~8_Hematology | 8_Gynecology & 8_InternalMedicine & ~8_Hematology | 8_Gynecology & ~8_Hematology & ~8_HematologyOncology | 8_Gynecology & ~8_FamilyGeneralPractice & ~8_Hematology & ~8_Hospitalist | 8_InfectiousDiseases & 8_InternalMedicine & ~8_FamilyGeneralPractice & ~8_Hematology & ~8_HematologyOncology | 8_InfectiousDiseases & 8_InternalMedicine & ~8_FamilyGeneralPractice & ~8_Hematology & ~8_Hospitalist | 8_InfectiousDiseases & 8_InternalMedicine & ~8_Hematology & ~8_HematologyOncology & ~8_Hospitalist
0.030848709866404533	8_Hospitalist | 8_InfectiousDiseases & 8_Neurophysiology & ~8_InternalMedicine | 8_InfectiousDiseases & 8_Obsterics&Gynecology-GynecologicOnco & ~8_InternalMedicine | 8_InfectiousDiseases & ~8_InternalMedicine & ~8_Nephrology | 8_InfectiousDiseases & ~8_HematologyOncology & ~8_InternalMedicine & ~8_Neurology | 8_Neurophysiology & 8_Obsterics&Gynecology-GynecologicOnco & ~8_HematologyOncology & ~8_InternalMedicine & ~8_Nephrology | 8_Neurophysiology & 8_Obsterics&Gynecology-GynecologicOnco & ~8_HematologyOncology & ~8_InternalMedicine & ~8_Neurology | 8_Neurophysiology & 8_Obsterics&Gynecology-GynecologicOnco & ~8_InternalMedicine & ~8_Nephrology & ~8_Neurology
-0.07081794738769531	8_Neurology | 8_Neurophysiology & 8_Oncology & ~8_Obsterics&Gynecology-GynecologicOnco | 8_Neurophysiology & 8_Ophthalmology & ~8_Obsterics&Gynecology-GynecologicOnco | 8_Neurophysiology & ~8_Obsterics&Gynecology-GynecologicOnco & ~8_Obstetrics | 8_Neurophysiology & ~8_Nephrology & ~8_Obsterics&Gynecology-GynecologicOnco & ~8_ObstetricsandGynecology | 8_Oncology & 8_Ophthalmology & ~8_Nephrology & ~8_Obsterics&Gynecology-GynecologicOnco & ~8_Obstetrics | 8_Oncology & 8_Ophthalmology & ~8_Nephrology & ~8_Obsterics&Gynecology-GynecologicOnco & ~8_ObstetricsandGynecology | 8_Oncology & 8_Ophthalmology & ~8_Obsterics&Gynecology-GynecologicOnco & ~8_Obstetrics & ~8_ObstetricsandGynecology
0.008833152242004871	8_ObstetricsandGynecology | 8_Oncology & 8_Osteopath & ~8_Ophthalmology | 8_Oncology & 8_Otolaryngology & ~8_Ophthalmology | 8_Oncology & ~8_Ophthalmology & ~8_Orthopedics | 8_Oncology & ~8_Obstetrics & ~8_Ophthalmology & ~8_Orthopedics-Reconstructive | 8_Osteopath & 8_Otolaryngology & ~8_Obstetrics & ~8_Ophthalmology & ~8_Orthopedics | 8_Osteopath & 8_Otolaryngology & ~8_Obstetrics & ~8_Ophthalmology & ~8_Orthopedics-Reconstructive | 8_Osteopath & 8_Otolaryngology & ~8_Ophthalmology & ~8_Orthopedics & ~8_Orthopedics-Reconstructive
-0.016700461506843567	8_Orthopedics-Reconstructive | 8_Osteopath & 8_Pediatrics & ~8_Otolaryngology | 8_Osteopath & 8_Pediatrics-AllergyandImmunology & ~8_Otolaryngology | 8_Osteopath & ~8_Otolaryngology & ~8_OutreachServices | 8_Osteopath & ~8_Orthopedics & ~8_Otolaryngology & ~8_Pathology | 8_Pediatrics & 8_Pediatrics-AllergyandImmunology & ~8_Orthopedics & ~8_Otolaryngology & ~8_OutreachServices | 8_Pediatrics & 8_Pediatrics-AllergyandImmunology & ~8_Orthopedics & ~8_Otolaryngology & ~8_Pathology | 8_Pediatrics & 8_Pediatrics-AllergyandImmunology & ~8_Otolaryngology & ~8_OutreachServices & ~8_Pathology
-0.0819772332906723	8_Pathology | 8_Pediatrics & 8_Pediatrics-Endocrinology & ~8_Pediatrics-AllergyandImmunology | 8_Pediatrics & 8_Pediatrics-Hematology-Oncology & ~8_Pediatrics-AllergyandImmunology | 8_Pediatrics & ~8_Pediatrics-AllergyandImmunology & ~8_Pediatrics-CriticalCare | 8_Pediatrics & ~8_OutreachServices & ~8_Pediatrics-AllergyandImmunology & ~8_Pediatrics-EmergencyMedicine | 8_Pediatrics-Endocrinology & 8_Pediatrics-Hematology-Oncology & ~8_OutreachServices & ~8_Pediatrics-AllergyandImmunology & ~8_Pediatrics-CriticalCare | 8_Pediatrics-Endocrinology & 8_Pediatrics-Hematology-Oncology & ~8_OutreachServices & ~8_Pediatrics-AllergyandImmunology & ~8_Pediatrics-EmergencyMedicine | 8_Pediatrics-Endocrinology & 8_Pediatrics-Hematology-Oncology & ~8_Pediatrics-AllergyandImmunology & ~8_Pediatrics-CriticalCare & ~8_Pediatrics-EmergencyMedicine
-0.15287438035011292	8_Pediatrics-EmergencyMedicine | 8_Pediatrics-Endocrinology & 8_Pediatrics-Pulmonology & ~8_Pediatrics-Hematology-Oncology | 8_Pediatrics-Endocrinology & 8_Perinatology & ~8_Pediatrics-Hematology-Oncology | 8_Pediatrics-Endocrinology & ~8_Pediatrics-Hematology-Oncology & ~8_Pediatrics-InfectiousDiseases | 8_Pediatrics-Endocrinology & ~8_Pediatrics-CriticalCare & ~8_Pediatrics-Hematology-Oncology & ~8_Pediatrics-Neurology | 8_Pediatrics-Pulmonology & 8_Perinatology & ~8_Pediatrics-CriticalCare & ~8_Pediatrics-Hematology-Oncology & ~8_Pediatrics-InfectiousDiseases | 8_Pediatrics-Pulmonology & 8_Perinatology & ~8_Pediatrics-CriticalCare & ~8_Pediatrics-Hematology-Oncology & ~8_Pediatrics-Neurology | 8_Pediatrics-Pulmonology & 8_Perinatology & ~8_Pediatrics-Hematology-Oncology & ~8_Pediatrics-InfectiousDiseases & ~8_Pediatrics-Neurology
-0.016654137521982193	8_Pediatrics-Neurology | 8_Pediatrics-Pulmonology & 8_Podiatry & ~8_Perinatology | 8_Pediatrics-Pulmonology & 8_Proctology & ~8_Perinatology | 8_Pediatrics-Pulmonology & ~8_Perinatology & ~8_PhysicalMedicineandRehabilitation | 8_Pediatrics-Pulmonology & ~8_Pediatrics-InfectiousDiseases & ~8_Perinatology & ~8_PhysicianNotFound | 8_Podiatry & 8_Proctology & ~8_Pediatrics-InfectiousDiseases & ~8_Perinatology & ~8_PhysicalMedicineandRehabilitation | 8_Podiatry & 8_Proctology & ~8_Pediatrics-InfectiousDiseases & ~8_Perinatology & ~8_PhysicianNotFound | 8_Podiatry & 8_Proctology & ~8_Perinatology & ~8_PhysicalMedicineandRehabilitation & ~8_PhysicianNotFound
-0.04670017957687378	8_PhysicianNotFound | 8_Podiatry & 8_Psychiatry-ChildAdolescent & ~8_Proctology | 8_Podiatry & 8_Psychology & ~8_Proctology | 8_Podiatry & ~8_Proctology & ~8_Psychiatry | 8_Podiatry & ~8_PhysicalMedicineandRehabilitation & ~8_Proctology & ~8_Psychiatry-Addictive | 8_Psychiatry-ChildAdolescent & 8_Psychology & ~8_PhysicalMedicineandRehabilitation & ~8_Proctology & ~8_Psychiatry | 8_Psychiatry-ChildAdolescent & 8_Psychology & ~8_PhysicalMedicineandRehabilitation & ~8_Proctology & ~8_Psychiatry-Addictive | 8_Psychiatry-ChildAdolescent & 8_Psychology & ~8_Proctology & ~8_Psychiatry & ~8_Psychiatry-Addictive
0.03790820762515068	8_Psychiatry-Addictive | 8_Psychiatry-ChildAdolescent & 8_Radiology & ~8_Psychology | 8_Psychiatry-ChildAdolescent & 8_Resident & ~8_Psychology | 8_Psychiatry-ChildAdolescent & ~8_Psychology & ~8_Pulmonology | 8_Psychiatry-ChildAdolescent & ~8_Psychiatry & ~8_Psychology & ~8_Radiologist | 8_Radiology & 8_Resident & ~8_Psychiatry & ~8_Psychology & ~8_Pulmonology | 8_Radiology & 8_Resident & ~8_Psychiatry & ~8_Psychology & ~8_Radiologist | 8_Radiology & 8_Resident & ~8_Psychology & ~8_Pulmonology & ~8_Radiologist
0.0036517323460429907	8_Radiologist | 8_Radiology & 8_SportsMedicine & ~8_Resident | 8_Radiology & 8_Surgeon & ~8_Resident | 8_Radiology & ~8_Resident & ~8_Rheumatology | 8_Radiology & ~8_Pulmonology & ~8_Resident & ~8_Speech | 8_SportsMedicine & 8_Surgeon & ~8_Pulmonology & ~8_Resident & ~8_Rheumatology | 8_SportsMedicine & 8_Surgeon & ~8_Pulmonology & ~8_Resident & ~8_Speech | 8_SportsMedicine & 8_Surgeon & ~8_Resident & ~8_Rheumatology & ~8_Speech
-0.06346292793750763	8_Speech | 8_SportsMedicine & 8_Surgery-Colon&Rectal & ~8_Surgeon | 8_SportsMedicine & 8_Surgery-General & ~8_Surgeon | 8_SportsMedicine & ~8_Surgeon & ~8_Surgery-Cardiovascular | 8_SportsMedicine & ~8_Rheumatology & ~8_Surgeon & ~8_Surgery-CardiovascularThoracic | 8_Surgery-Colon&Rectal & 8_Surgery-General & ~8_Rheumatology & ~8_Surgeon & ~8_Surgery-Cardiovascular | 8_Surgery-Colon&Rectal & 8_Surgery-General & ~8_Rheumatology & ~8_Surgeon & ~8_Surgery-CardiovascularThoracic | 8_Surgery-Colon&Rectal & 8_Surgery-General & ~8_Surgeon & ~8_Surgery-Cardiovascular & ~8_Surgery-CardiovascularThoracic
-0.016485542058944702	8_Surgery-CardiovascularThoracic | 8_Surgery-Colon&Rectal & 8_Surgery-Pediatric & ~8_Surgery-General | 8_Surgery-Colon&Rectal & 8_Surgery-Plastic & ~8_Surgery-General | 8_Surgery-Colon&Rectal & ~8_Surgery-General & ~8_Surgery-Maxillofacial | 8_Surgery-Colon&Rectal & ~8_Surgery-Cardiovascular & ~8_Surgery-General & ~8_Surgery-Neuro | 8_Surgery-Pediatric & 8_Surgery-Plastic & ~8_Surgery-Cardiovascular & ~8_Surgery-General & ~8_Surgery-Maxillofacial | 8_Surgery-Pediatric & 8_Surgery-Plastic & ~8_Surgery-Cardiovascular & ~8_Surgery-General & ~8_Surgery-Neuro | 8_Surgery-Pediatric & 8_Surgery-Plastic & ~8_Surgery-General & ~8_Surgery-Maxillofacial & ~8_Surgery-Neuro
-0.0839494839310646	8_Surgery-Neuro | 8_Surgery-Pediatric & 8_Surgery-Vascular & ~8_Surgery-Plastic | 8_Surgery-Pediatric & 8_SurgicalSpecialty & ~8_Surgery-Plastic | 8_Surgery-Pediatric & ~8_Surgery-Plastic & ~8_Surgery-PlasticwithinHeadandNeck | 8_Surgery-Pediatric & ~8_Surgery-Maxillofacial & ~8_Surgery-Plastic & ~8_Surgery-Thoracic | 8_Surgery-Vascular & 8_SurgicalSpecialty & ~8_Surgery-Maxillofacial & ~8_Surgery-Plastic & ~8_Surgery-PlasticwithinHeadandNeck | 8_Surgery-Vascular & 8_SurgicalSpecialty & ~8_Surgery-Maxillofacial & ~8_Surgery-Plastic & ~8_Surgery-Thoracic | 8_Surgery-Vascular & 8_SurgicalSpecialty & ~8_Surgery-Plastic & ~8_Surgery-PlasticwithinHeadandNeck & ~8_Surgery-Thoracic
0.011448655277490616	8_Surgery-Thoracic | 8_Surgery-Vascular & 12_2 & ~8_SurgicalSpecialty | 8_Surgery-Vascular & 12_3 & ~8_SurgicalSpecialty | 8_Surgery-Vascular & ~8_SurgicalSpecialty & ~8_Urology | 8_Surgery-Vascular & ~8_Surgery-PlasticwithinHeadandNeck & ~8_SurgicalSpecialty & ~12_1 | 12_2 & 12_3 & ~8_Surgery-PlasticwithinHeadandNeck & ~8_SurgicalSpecialty & ~8_Urology | 12_2 & 12_3 & ~8_Surgery-PlasticwithinHeadandNeck & ~8_SurgicalSpecialty & ~12_1 | 12_2 & 12_3 & ~8_SurgicalSpecialty & ~8_Urology & ~12_1
0.15004897117614746	12_1 | 12_2 & 12_6 & ~12_3 | 12_2 & 12_7 & ~12_3 | 12_2 & ~12_3 & ~12_4 | 12_2 & ~8_Urology & ~12_3 & ~12_5 | 12_6 & 12_7 & ~8_Urology & ~12_3 & ~12_4 | 12_6 & 12_7 & ~8_Urology & ~12_3 & ~12_5 | 12_6 & 12_7 & ~12_3 & ~12_4 & ~12_5
-0.039805978536605835	12_5 | 12_6 & 12_10 & ~12_7 | 12_6 & 12_11 & ~12_7 | 12_6 & ~12_7 & ~12_8 | 12_6 & ~12_4 & ~12_7 & ~12_9 | 12_10 & 12_11 & ~12_4 & ~12_7 & ~12_8 | 12_10 & 12_11 & ~12_4 & ~12_7 & ~12_9 | 12_10 & 12_11 & ~12_7 & ~12_8 & ~12_9
0.0016380028100684285	12_9 | 12_10 & 12_14 & ~12_11 | 12_10 & 12_15 & ~12_11 | 12_10 & ~12_11 & ~12_12 | 12_10 & ~12_8 & ~12_11 & ~12_13 | 12_14 & 12_15 & ~12_8 & ~12_11 & ~12_12 | 12_14 & 12_15 & ~12_8 & ~12_11 & ~12_13 | 12_14 & 12_15 & ~12_11 & ~12_12 & ~12_13
0.03361238166689873	12_13 | 12_14 & 12_18 & ~12_15 | 12_14 & 12_19 & ~12_15 | 12_14 & ~12_15 & ~12_16 | 12_14 & ~12_12 & ~12_15 & ~12_17 | 12_18 & 12_19 & ~12_12 & ~12_15 & ~12_16 | 12_18 & 12_19 & ~12_12 & ~12_15 & ~12_17 | 12_18 & 12_19 & ~12_15 & ~12_16 & ~12_17
-0.015784194692969322	12_17 | 12_18 & 12_22 & ~12_19 | 12_18 & 12_23 & ~12_19 | 12_18 & ~12_19 & ~12_20 | 12_18 & ~12_16 & ~12_19 & ~12_21 | 12_22 & 12_23 & ~12_16 & ~12_19 & ~12_20 | 12_22 & 12_23 & ~12_16 & ~12_19 & ~12_21 | 12_22 & 12_23 & ~12_19 & ~12_20 & ~12_21
-0.008065077476203442	12_21 | 12_22 & 12_26 & ~12_23 | 12_22 & 12_27 & ~12_23 | 12_22 & ~12_23 & ~12_24 | 12_22 & ~12_20 & ~12_23 & ~12_25 | 12_26 & 12_27 & ~12_20 & ~12_23 & ~12_24 | 12_26 & 12_27 & ~12_20 & ~12_23 & ~12_25 | 12_26 & 12_27 & ~12_23 & ~12_24 & ~12_25
-0.015163740143179893	12_25 | 12_26 & 12_33 & ~12_27 | 12_26 & 12_34 & ~12_27 | 12_26 & ~12_27 & ~12_28 | 12_26 & ~12_24 & ~12_27 & ~12_29 | 12_33 & 12_34 & ~12_24 & ~12_27 & ~12_28 | 12_33 & 12_34 & ~12_24 & ~12_27 & ~12_29 | 12_33 & 12_34 & ~12_27 & ~12_28 & ~12_29
-0.01534343883395195	12_29 | 12_33 & 12_37 & ~12_34 | 12_33 & 12_38 & ~12_34 | 12_33 & ~12_34 & ~12_35 | 12_33 & ~12_28 & ~12_34 & ~12_36 | 12_37 & 12_38 & ~12_28 & ~12_34 & ~12_35 | 12_37 & 12_38 & ~12_28 & ~12_34 & ~12_36 | 12_37 & 12_38 & ~12_34 & ~12_35 & ~12_36
0.053729940205812454	12_36 | 12_37 & 12_42 & ~12_38 | 12_37 & 13_1 & ~12_38 | 12_37 & ~12_38 & ~12_39 | 12_37 & ~12_35 & ~12_38 & ~12_40 | 12_42 & 13_1 & ~12_35 & ~12_38 & ~12_39 | 12_42 & 13_1 & ~12_35 & ~12_38 & ~12_40 | 12_42 & 13_1 & ~12_38 & ~12_39 & ~12_40
-0.06023706495761871	12_40 | 12_42 & 13_4 & ~13_1 | 12_42 & 13_5 & ~13_1 | 12_42 & ~13_1 & ~13_2 | 12_42 & ~12_39 & ~13_1 & ~13_3 | 13_4 & 13_5 & ~12_39 & ~13_1 & ~13_2 | 13_4 & 13_5 & ~12_39 & ~13_1 & ~13_3 | 13_4 & 13_5 & ~13_1 & ~13_2 & ~13_3
0.09787990152835846	13_3 | 13_4 & 13_8 & ~13_5 | 13_4 & 13_9 & ~13_5 | 13_4 & ~13_5 & ~13_6 | 13_4 & ~13_2 & ~13_5 & ~13_7 | 13_8 & 13_9 & ~13_2 & ~13_5 & ~13_6 | 13_8 & 13_9 & ~13_2 & ~13_5 & ~13_7 | 13_8 & 13_9 & ~13_5 & ~13_6 & ~13_7
-0.025686955079436302	13_7 | 13_8 & 13_12 & ~13_9 | 13_8 & 13_13 & ~13_9 | 13_8 & ~13_9 & ~13_10 | 13_8 & ~13_6 & ~13_9 & ~13_11 | 13_12 & 13_13 & ~13_6 & ~13_9 & ~13_10 | 13_12 & 13_13 & ~13_6 & ~13_9 & ~13_11 | 13_12 & 13_13 & ~13_9 & ~13_10 & ~13_11
-0.028448449447751045	13_11 | 13_12 & 13_16 & ~13_13 | 13_12 & 13_18 & ~13_13 | 13_12 & ~13_13 & ~13_14 | 13_12 & ~13_10 & ~13_13 & ~13_15 | 13_16 & 13_18 & ~13_10 & ~13_13 & ~13_14 | 13_16 & 13_18 & ~13_10 & ~13_13 & ~13_15 | 13_16 & 13_18 & ~13_13 & ~13_14 & ~13_15
0.08197685331106186	13_15 | 13_16 & 13_21 & ~13_18 | 13_16 & 13_22 & ~13_18 | 13_16 & ~13_18 & ~13_19 | 13_16 & ~13_14 & ~13_18 & ~13_20 | 13_21 & 13_22 & ~13_14 & ~13_18 & ~13_19 | 13_21 & 13_22 & ~13_14 & ~13_18 & ~13_20 | 13_21 & 13_22 & ~13_18 & ~13_19 & ~13_20
0.08902686834335327	13_20 | 13_21 & 13_28 & ~13_22 | 13_21 & 13_29 & ~13_22 | 13_21 & ~13_22 & ~13_24 | 13_21 & ~13_19 & ~13_22 & ~13_25 | 13_28 & 13_29 & ~13_19 & ~13_22 & ~13_24 | 13_28 & 13_29 & ~13_19 & ~13_22 & ~13_25 | 13_28 & 13_29 & ~13_22 & ~13_24 & ~13_25
0.012988024391233921	13_25 | 13_28 & 13_46 & ~13_29 | 13_28 & 13_54 & ~13_29 | 13_28 & ~13_29 & ~13_37 | 13_28 & ~13_24 & ~13_29 & ~13_42 | 13_46 & 13_54 & ~13_24 & ~13_29 & ~13_37 | 13_46 & 13_54 & ~13_24 & ~13_29 & ~13_42 | 13_46 & 13_54 & ~13_29 & ~13_37 & ~13_42
0.02456357143819332	13_42 | 13_46 & 13_76 & ~13_54 | 13_46 & 14_1 & ~13_54 | 13_46 & ~13_54 & ~13_63 | 13_46 & ~13_37 & ~13_54 & ~13_64 | 13_76 & 14_1 & ~13_37 & ~13_54 & ~13_63 | 13_76 & 14_1 & ~13_37 & ~13_54 & ~13_64 | 13_76 & 14_1 & ~13_54 & ~13_63 & ~13_64
-0.06742241233587265	13_64 | 13_76 & 14_4 & ~14_1 | 13_76 & 14_5 & ~14_1 | 13_76 & ~14_1 & ~14_2 | 13_76 & ~13_63 & ~14_1 & ~14_3 | 14_4 & 14_5 & ~13_63 & ~14_1 & ~14_2 | 14_4 & 14_5 & ~13_63 & ~14_1 & ~14_3 | 14_4 & 14_5 & ~14_1 & ~14_2 & ~14_3
-0.041349899023771286	14_3 | 14_4 & 14_8 & ~14_5 | 14_4 & 14_9 & ~14_5 | 14_4 & ~14_5 & ~14_6 | 14_4 & ~14_2 & ~14_5 & ~14_7 | 14_8 & 14_9 & ~14_2 & ~14_5 & ~14_6 | 14_8 & 14_9 & ~14_2 & ~14_5 & ~14_7 | 14_8 & 14_9 & ~14_5 & ~14_6 & ~14_7
0.2486390620470047	14_7 | 14_8 & 14_12 & ~14_9 | 14_8 & 14_13 & ~14_9 | 14_8 & ~14_9 & ~14_10 | 14_8 & ~14_6 & ~14_9 & ~14_11 | 14_12 & 14_13 & ~14_6 & ~14_9 & ~14_10 | 14_12 & 14_13 & ~14_6 & ~14_9 & ~14_11 | 14_12 & 14_13 & ~14_9 & ~14_10 & ~14_11
0.299567312002182	14_11 | 14_12 & 14_16 & ~14_13 | 14_12 & 14_17 & ~14_13 | 14_12 & ~14_13 & ~14_14 | 14_12 & ~14_10 & ~14_13 & ~14_15 | 14_16 & 14_17 & ~14_10 & ~14_13 & ~14_14 | 14_16 & 14_17 & ~14_10 & ~14_13 & ~14_15 | 14_16 & 14_17 & ~14_13 & ~14_14 & ~14_15
0.04196077957749367	14_15 | 14_16 & 14_21 & ~14_17 | 14_16 & 16_>300 & ~14_17 | 14_16 & ~14_17 & ~14_18 | 14_16 & ~14_14 & ~14_17 & ~14_19 | 14_21 & 16_>300 & ~14_14 & ~14_17 & ~14_18 | 14_21 & 16_>300 & ~14_14 & ~14_17 & ~14_19 | 14_21 & 16_>300 & ~14_17 & ~14_18 & ~14_19
0.009638984687626362	14_19 | 14_21 & 17_>8 & ~16_>300 | 14_21 & 17_None & ~16_>300 | 14_21 & ~16_>300 & ~16_None | 14_21 & ~14_18 & ~16_>300 & ~16_Norm | 17_>8 & 17_None & ~14_18 & ~16_>300 & ~16_None | 17_>8 & 17_None & ~14_18 & ~16_>300 & ~16_Norm | 17_>8 & 17_None & ~16_>300 & ~16_None & ~16_Norm
0.02829083241522312	16_Norm | 17_>8 & 18_Steady & ~17_None | 17_>8 & 18_Up & ~17_None | 17_>8 & ~17_None & ~17_Norm | 17_>8 & ~16_None & ~17_None & ~18_No | 18_Steady & 18_Up & ~16_None & ~17_None & ~17_Norm | 18_Steady & 18_Up & ~16_None & ~17_None & ~18_No | 18_Steady & 18_Up & ~17_None & ~17_Norm & ~18_No
-0.0469164215028286	18_No | 18_Steady & 19_Up & ~18_Up | 18_Steady & 20_No & ~18_Up | 18_Steady & ~18_Up & ~19_No | 18_Steady & ~17_Norm & ~18_Up & ~19_Steady | 19_Up & 20_No & ~17_Norm & ~18_Up & ~19_No | 19_Up & 20_No & ~17_Norm & ~18_Up & ~19_Steady | 19_Up & 20_No & ~18_Up & ~19_No & ~19_Steady
0.1382509469985962	19_Steady | 19_Up & 21_No & ~20_No | 19_Up & 21_Steady & ~20_No | 19_Up & ~20_No & ~20_Steady | 19_Up & ~19_No & ~20_No & ~20_Up | 21_No & 21_Steady & ~19_No & ~20_No & ~20_Steady | 21_No & 21_Steady & ~19_No & ~20_No & ~20_Up | 21_No & 21_Steady & ~20_No & ~20_Steady & ~20_Up
0.04919573664665222	20_Up | 21_No & 22_Steady & ~21_Steady | 21_No & 22_Up & ~21_Steady | 21_No & ~21_Steady & ~21_Up | 21_No & ~20_Steady & ~21_Steady & ~22_No | 22_Steady & 22_Up & ~20_Steady & ~21_Steady & ~21_Up | 22_Steady & 22_Up & ~20_Steady & ~21_Steady & ~22_No | 22_Steady & 22_Up & ~21_Steady & ~21_Up & ~22_No
0.017726436257362366	22_No | 22_Steady & 24_Steady & ~22_Up | 22_Steady & 24_Up & ~22_Up | 22_Steady & ~22_Up & ~23_Steady | 22_Steady & ~21_Up & ~22_Up & ~24_No | 24_Steady & 24_Up & ~21_Up & ~22_Up & ~23_Steady | 24_Steady & 24_Up & ~21_Up & ~22_Up & ~24_No | 24_Steady & 24_Up & ~22_Up & ~23_Steady & ~24_No
-0.12053082138299942	24_No | 24_Steady & 25_Up & ~24_Up | 24_Steady & 26_Steady & ~24_Up | 24_Steady & ~24_Up & ~25_No | 24_Steady & ~23_Steady & ~24_Up & ~25_Steady | 25_Up & 26_Steady & ~23_Steady & ~24_Up & ~25_No | 25_Up & 26_Steady & ~23_Steady & ~24_Up & ~25_Steady | 25_Up & 26_Steady & ~24_Up & ~25_No & ~25_Steady
0.027482323348522186	25_Steady | 25_Up & 27_Up & ~26_Steady | 25_Up & 28_No & ~26_Steady | 25_Up & ~26_Steady & ~27_No | 25_Up & ~25_No & ~26_Steady & ~27_Steady | 27_Up & 28_No & ~25_No & ~26_Steady & ~27_No | 27_Up & 28_No & ~25_No & ~26_Steady & ~27_Steady | 27_Up & 28_No & ~26_Steady & ~27_No & ~27_Steady
-0.06478558480739594	27_Steady | 27_Up & 29_No & ~28_No | 27_Up & 29_Steady & ~28_No | 27_Up & ~28_No & ~28_Steady | 27_Up & ~27_No & ~28_No & ~28_Up | 29_No & 29_Steady & ~27_No & ~28_No & ~28_Steady | 29_No & 29_Steady & ~27_No & ~28_No & ~28_Up | 29_No & 29_Steady & ~28_No & ~28_Steady & ~28_Up
-0.0015431378269568086	28_Up | 29_No & 30_Steady & ~29_Steady | 29_No & 30_Up & ~29_Steady | 29_No & ~29_Steady & ~29_Up | 29_No & ~28_Steady & ~29_Steady & ~30_No | 30_Steady & 30_Up & ~28_Steady & ~29_Steady & ~29_Up | 30_Steady & 30_Up & ~28_Steady & ~29_Steady & ~30_No | 30_Steady & 30_Up & ~29_Steady & ~29_Up & ~30_No
-0.030267413705587387	30_No | 30_Steady & 32_Up & ~30_Up | 30_Steady & 35_No & ~30_Up | 30_Steady & ~30_Up & ~31_Steady | 30_Steady & ~29_Up & ~30_Up & ~32_Steady | 32_Up & 35_No & ~29_Up & ~30_Up & ~31_Steady | 32_Up & 35_No & ~29_Up & ~30_Up & ~32_Steady | 32_Up & 35_No & ~30_Up & ~31_Steady & ~32_Steady
-0.051618579775094986	32_Steady | 32_Up & 36_No & ~35_No | 32_Up & 36_Steady & ~35_No | 32_Up & ~35_No & ~35_Steady | 32_Up & ~31_Steady & ~35_No & ~35_Up | 36_No & 36_Steady & ~31_Steady & ~35_No & ~35_Steady | 36_No & 36_Steady & ~31_Steady & ~35_No & ~35_Up | 36_No & 36_Steady & ~35_No & ~35_Steady & ~35_Up
-0.037130337208509445	35_Up | 36_No & 38_Steady & ~36_Steady | 36_No & 39_Steady & ~36_Steady | 36_No & ~36_Steady & ~36_Up | 36_No & ~35_Steady & ~36_Steady & ~37_Steady | 38_Steady & 39_Steady & ~35_Steady & ~36_Steady & ~36_Up | 38_Steady & 39_Steady & ~35_Steady & ~36_Steady & ~37_Steady | 38_Steady & 39_Steady & ~36_Steady & ~36_Up & ~37_Steady
-0.017644500359892845	37_Steady | 38_Steady & 42_Yes & ~39_Steady | 38_Steady & time_in_hospital_ST_ & ~39_Steady | 38_Steady & ~39_Steady & ~40_Steady | 38_Steady & ~36_Up & ~39_Steady & ~41_No | 42_Yes & time_in_hospital_ST_ & ~36_Up & ~39_Steady & ~40_Steady | 42_Yes & time_in_hospital_ST_ & ~36_Up & ~39_Steady & ~41_No | 42_Yes & time_in_hospital_ST_ & ~39_Steady & ~40_Steady & ~41_No
